,artist,track,time,genre,date entered,date peaked,Weeks on Billboard,Top Billboard Rank,Week,Ranking
1396,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,17,32.0,5,67.0
1397,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,17,32.0,5,60.0
1398,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,5,48.0
1399,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,5,55.0
1400,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,5,58.0
1401,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,17,34.0,5,72.0
1402,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,16,34.0,5,46.0
1403,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,5,38.0
1404,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,5,45.0
1405,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,15,35.0,5,35.0
1406,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,5,53.0
1407,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,12,35.0,5,42.0
1408,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,18,36.0,5,37.0
1409,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,19,36.0,5,55.0
1410,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,5,57.0
1411,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,5,62.0
1412,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,13,38.0,5,38.0
1413,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,19,38.0,5,53.0
1414,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,5,66.0
1415,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,12,38.0,5,46.0
1416,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,19,38.0,5,65.0
1417,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,5,65.0
1418,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,5,54.0
1419,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,5,48.0
1420,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,5,53.0
1421,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,5,48.0
1422,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,5,65.0
1423,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,5,51.0
1424,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,5,53.0
1425,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,5,100.0
1426,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,5,52.0
1427,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,5,59.0
1428,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,5,67.0
1429,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,17,43.0,5,47.0
1430,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,17,43.0,5,63.0
1431,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,5,58.0
1432,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,44.0,5,46.0
1433,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,45.0,5,57.0
1434,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,15,45.0,5,50.0
1435,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,9,45.0,5,57.0
1436,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,14,47.0,5,57.0
1437,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,47.0,5,64.0
1438,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,5,54.0
1439,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,15,48.0,5,60.0
1440,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,5,83.0
1441,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,5,86.0
1442,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,15,49.0,5,67.0
1443,Pearl Jam,Nothing As It Seems,5:20,Rock,2000-05-13,2000-05-13,6,49.0,5,93.0
1444,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,17,50.0,5,55.0
1445,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,5,82.0
1446,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,15,51.0,5,51.0
1447,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,5,69.0
1448,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,51.0,5,54.0
1449,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,16,51.0,5,67.0
1450,TLC,Dear Lie,4:36,Rock,2000-02-12,2000-03-04,7,51.0,5,56.0
1451,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,5,73.0
1452,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,52.0,5,59.0
1453,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,12,52.0,5,52.0
1454,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,53.0,5,62.0
1455,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,13,53.0,5,66.0
1456,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,15,54.0,5,66.0
1457,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,15,54.0,5,62.0
1458,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,14,54.0,5,67.0
1459,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,12,54.0,5,63.0
1460,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,8,55.0,5,63.0
1461,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,55.0,5,67.0
1462,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,19,55.0,5,83.0
1463,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,17,56.0,5,69.0
1464,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,17,56.0,5,56.0
1465,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,18,56.0,5,60.0
1466,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,9,57.0,5,57.0
1467,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,57.0,5,66.0
1468,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,57.0,5,68.0
1469,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,15,57.0,5,82.0
1470,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,14,57.0,5,60.0
1471,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,14,57.0,5,60.0
1472,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,14,58.0,5,63.0
1473,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,20,58.0,5,66.0
1474,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,10,58.0,5,59.0
1475,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,16,59.0,5,59.0
1476,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,20,59.0,5,63.0
1477,Puff Daddy,Best Friend,5:33,Rap,2000-02-12,2000-02-19,5,59.0,5,99.0
1478,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,13,60.0,5,73.0
1479,Usher,Pop Ya Collar,3:36,Rock,2000-11-04,2000-11-18,7,60.0,5,62.0
1480,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,10,60.0,5,65.0
1481,LFO,I Don't Wanna Kiss You Goodnight,5:00,Rock,2000-04-15,2000-04-22,5,61.0,5,91.0
1483,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,12,62.0,5,62.0
1484,"Simpson, Jessica",Where You Are,3:51,Rock,2000-04-01,2000-04-15,6,62.0,5,76.0
1485,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,18,62.0,5,75.0
1486,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,10,62.0,5,70.0
1487,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,17,63.0,5,69.0
1488,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,15,63.0,5,75.0
1489,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,64.0,5,86.0
1490,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,11,64.0,5,64.0
1491,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,10,64.0,5,71.0
1492,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,17,65.0,5,65.0
1493,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,13,65.0,5,65.0
1494,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,9,65.0,5,74.0
1495,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,11,65.0,5,73.0
1496,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,10,65.0,5,68.0
1497,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2000-08-05,8,64.0,5,71.0
1498,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,11,67.0,5,67.0
1499,"Martin, Ricky",Private Emotion,4:02,Latin,2000-03-11,2000-03-18,5,67.0,5,89.0
1500,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,5,68.0,5,100.0
1501,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,9,68.0,5,68.0
1502,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,19,69.0,5,79.0
1503,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,12,69.0,5,70.0
1504,"Brooks, Garth",Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,6,69.0,5,69.0
1505,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,9,70.0,5,77.0
1506,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,70.0,5,82.0
1507,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,9,70.0,5,70.0
1508,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,5,70.0,5,91.0
1509,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,9,71.0,5,71.0
1510,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,14,71.0,5,88.0
1511,Q-Tip,Breathe And Stop,4:06,Rock,2000-01-22,2000-01-22,5,71.0,5,96.0
1512,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,20,71.0,5,96.0
1513,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,11,72.0,5,84.0
1514,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,2000-03-11,7,72.0,5,87.0
1515,"Wallflowers, The",Sleepwalker,3:29,Rock,2000-10-28,2000-10-28,6,73.0,5,90.0
1516,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,13,73.0,5,75.0
1517,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,11,73.0,5,78.0
1518,Lox,"Ryde or Die, Chick",3:56,Rap,2000-03-18,2000-03-25,7,73.0,5,91.0
1519,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,14,74.0,5,84.0
1520,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,11,74.0,5,94.0
1521,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,10,74.0,5,74.0
1522,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,8,74.0,5,83.0
1524,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,15,75.0,5,81.0
1525,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,15,75.0,5,85.0
1526,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,2000-12-02,9,75.0,5,86.0
1527,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,6,75.0,5,99.0
1529,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,11,76.0,5,84.0
1530,"Byrd, Tracy",Put Your Hand In Mine,4:30,Country,2000-01-29,2000-02-12,8,76.0,5,86.0
1531,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,20,76.0,5,81.0
1532,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,15,76.0,5,83.0
1533,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,12,76.0,5,77.0
1534,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,8,76.0,5,86.0
1535,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,8,76.0,5,76.0
1536,"Allan, Gary",Smoke Rings In The Dark,4:18,Country,2000-01-22,2000-02-05,5,76.0,5,92.0
1537,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,12,77.0,5,84.0
1538,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,9,77.0,5,77.0
1540,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,13,78.0,5,78.0
1541,Montgomery Gentry,Daddy Won't Sell The Farm,4:18,Country,2000-03-04,2000-03-25,6,79.0,5,81.0
1542,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,13,80.0,5,91.0
1543,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,12,80.0,5,80.0
1544,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,11,80.0,5,82.0
1545,"Yearwood, Trisha",Real Live Woman,3:55,Country,2000-04-01,2000-04-29,6,81.0,5,81.0
1546,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,11,83.0,5,83.0
1547,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,9,83.0,5,85.0
1548,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,10,83.0,5,84.0
1549,Juvenile,U Understand,3:51,Rap,2000-02-05,2000-02-12,6,83.0,5,97.0
1551,Tamia,Can't Go For That,3:38,Rock,2000-09-16,2000-09-30,5,84.0,5,97.0
1554,"Carter, Torrey",Take That,3:43,Rock,2000-06-24,2000-07-08,7,86.0,5,89.0
1556,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,88.0,5,93.0
1557,Eve,Got It All,3:48,Rap,2000-07-15,2000-07-22,5,88.0,5,95.0
1558,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,88.0,5,95.0
1560,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,9,89.0,5,94.0
1561,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,2000-04-15,6,89.0,5,92.0
1562,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,2000-08-26,5,89.0,5,96.0
1563,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,12,90.0,5,99.0
1564,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,2000-01-22,6,90.0,5,93.0
1565,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,2000-12-02,7,91.0,5,91.0
1571,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,2000-09-16,7,95.0,5,100.0
1572,A*Teens,Dancing Queen,3:44,Pop,2000-07-08,2000-07-29,5,95.0,5,100.0
1573,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,2000-11-18,5,95.0,5,100.0
1585,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,6,15.0
1586,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,6,3.0
1587,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,6,13.0
1588,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,6,1.0
1589,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,1.0,6,18.0
1590,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,6,22.0
1591,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,6,13.0
1592,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,1.0,6,12.0
1593,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,6,55.0
1594,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,1.0,6,33.0
1595,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,6,19.0
1596,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,6,13.0
1597,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,6,33.0
1598,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,6,68.0
1599,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,6,18.0
1600,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,6,21.0
1601,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,1.0,6,37.0
1602,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,6,35.0
1603,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,6,31.0
1604,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,6,42.0
1605,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,6,24.0
1606,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,6,27.0
1607,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,2.0,6,19.0
1608,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,6,50.0
1609,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,6,57.0
1610,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,6,23.0
1611,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,6,19.0
1612,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,6,9.0
1613,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,6,33.0
1614,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,6,61.0
1615,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,6,7.0
1616,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19,4.0,6,7.0
1617,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,6,21.0
1618,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,6,25.0
1619,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,6,19.0
1620,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,5.0,6,7.0
1621,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,6,20.0
1622,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,6,6.0
1623,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,6,15.0
1624,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,6,14.0
1625,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,6,34.0
1626,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,6,34.0
1627,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,6,51.0
1628,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,20,6.0,6,11.0
1629,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,20,6.0,6,42.0
1630,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,6,7.0
1631,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,57,7.0,6,58.0
1632,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,6,37.0
1633,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,7.0,6,31.0
1635,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,6,17.0
1636,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,20,9.0,6,13.0
1637,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,20,9.0,6,12.0
1638,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,11.0,6,25.0
1639,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,20,11.0,6,22.0
1640,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,6,59.0
1641,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,6,23.0
1642,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,11.0,6,19.0
1643,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,6,42.0
1644,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,20,12.0,6,38.0
1645,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,18,12.0,6,16.0
1646,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,20,13.0,6,25.0
1647,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,6,34.0
1648,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,20,14.0,6,14.0
1649,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,6,22.0
1650,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,6,49.0
1651,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,14.0,6,16.0
1652,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,6,37.0
1653,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,15.0,6,18.0
1654,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,18,17.0,6,31.0
1655,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,6,52.0
1656,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,18.0,6,25.0
1657,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,19.0,6,26.0
1658,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,6,52.0
1659,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,15,19.0,6,20.0
1660,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,11,19.0,6,44.0
1661,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,20.0,6,20.0
1662,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,20.0,6,46.0
1663,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,6,45.0
1664,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,20.0,6,28.0
1665,Hanson,This Time Around,4:14,Country,2000-04-22,2000-05-06,7,20.0,6,71.0
1666,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,16,21.0,6,23.0
1667,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,6,40.0
1668,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,13,21.0,6,21.0
1669,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,12,21.0,6,44.0
1670,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,6,43.0
1671,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,22.0,6,47.0
1672,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,22.0,6,39.0
1673,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,6,31.0
1674,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,6,30.0
1675,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,6,48.0
1676,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,6,38.0
1677,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,6,41.0
1678,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,11,23.0,6,29.0
1679,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,6,31.0
1680,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,6,42.0
1681,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,6,33.0
1682,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,6,31.0
1683,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,6,42.0
